show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,date_added_parsed,duration_minutes,genre
s00864,Movie,Sample Title 864,Wes Anderson,"Scarlett Johansson, Florence Pugh",India,"February 10, 2019",2022,NR,95 min,Documentaries,A futuristic sci-fi with stunning visuals.,2022-01-01,95,Documentaries
s00865,Movie,Sample Title 865,Patty Jenkins,"Shah Rukh Khan, Kajol",Germany,"August 27, 2023",2001,PG-13,154 min,Reality TV,A documentary exploring the hidden corners of the world.,2001-01-01,154,Reality TV
s00866,Movie,Sample Title 866,Quentin Tarantino,"Shah Rukh Khan, Kajol",Canada,"November 12, 2021",2007,TV-14,86 min,"Dramas, International Movies",A futuristic sci-fi with stunning visuals.,2007-01-01,86,Dramas
s00866,Movie,Sample Title 866,Quentin Tarantino,"Shah Rukh Khan, Kajol",Canada,"November 12, 2021",2007,TV-14,86 min,"Dramas, International Movies",A futuristic sci-fi with stunning visuals.,2007-01-01,86,International Movies
s00867,TV Show,Sample Title 867,David Fincher,"Scarlett Johansson, Florence Pugh",Germany,"July 20, 2023",1993,G,8 Season,Horror Movies,A chilling horror that keeps you on edge.,1993-01-01,1440,Horror Movies
s00868,TV Show,Sample Title 868,Nisha Patel,"Mahershala Ali, Jharrel Jerome",France,"October 19, 2021",1992,TV-14,17 Seasons,"Dramas, International Movies",A heartwarming family movie filled with emotions.,1992-01-01,3060,Dramas
s00868,TV Show,Sample Title 868,Nisha Patel,"Mahershala Ali, Jharrel Jerome",France,"October 19, 2021",1992,TV-14,17 Seasons,"Dramas, International Movies",A heartwarming family movie filled with emotions.,1992-01-01,3060,International Movies
s00869,TV Show,Sample Title 869,David Fincher,"Scarlett Johansson, Florence Pugh",Canada,"October 02, 2019",1995,TV-MA,6 Season,Action & Adventure,A chilling horror that keeps you on edge.,1995-01-01,1080,Action & Adventure
s00870,Movie,Sample Title 870,Greta Gerwig,"Meryl Streep, Anne Hathaway",France,"June 27, 2019",1994,PG-13,101 min,"Dramas, International Movies",A crime saga revealing deep corruption.,1994-01-01,101,Dramas
s00870,Movie,Sample Title 870,Greta Gerwig,"Meryl Streep, Anne Hathaway",France,"June 27, 2019",1994,PG-13,101 min,"Dramas, International Movies",A crime saga revealing deep corruption.,1994-01-01,101,International Movies
s00871,TV Show,Sample Title 871,Denis Villeneuve,"Tom Holland, Jacob Batalon",South Korea,"October 09, 2018",1996,NR,10 Season,Action & Adventure,A romantic story that challenges destiny.,1996-01-01,1800,Action & Adventure
s00872,Movie,Sample Title 872,Karan Johar,"Rami Malek, Lucy Boynton",India,"September 23, 2022",2018,PG-13,112 min,Crime TV Shows,A reality show full of surprises.,2018-01-01,112,Crime TV Shows
s00873,Movie,Sample Title 873,David Fincher,"Robert Downey Jr., Chris Evans",Australia,"July 07, 2019",1994,R,80 min,"Dramas, International Movies",A crime saga revealing deep corruption.,1994-01-01,80,Dramas
s00873,Movie,Sample Title 873,David Fincher,"Robert Downey Jr., Chris Evans",Australia,"July 07, 2019",1994,R,80 min,"Dramas, International Movies",A crime saga revealing deep corruption.,1994-01-01,80,International Movies
s00874,Movie,Sample Title 874,Sofia Coppola,"Scarlett Johansson, Florence Pugh",India,"February 21, 2017",1993,TV-MA,108 min,Children & Family Movies,A chilling horror that keeps you on edge.,1993-01-01,108,Children & Family Movies
s00875,TV Show,Sample Title 875,Martin Scorsese,"Rami Malek, Lucy Boynton",Spain,"May 26, 2023",1990,NR,25 Seasons,Horror Movies,A crime saga revealing deep corruption.,1990-01-01,4500,Horror Movies
s00876,TV Show,Sample Title 876,Ava DuVernay,"Tom Holland, Jacob Batalon",Germany,"July 30, 2023",1991,NR,10 Season,Sci-Fi & Fantasy,A romantic story that challenges destiny.,1991-01-01,1800,Sci-Fi & Fantasy
s00877,Movie,Sample Title 877,Ava DuVernay,"Robert Downey Jr., Chris Evans",Spain,"December 31, 2023",1994,TV-14,83 min,Reality TV,A documentary exploring the hidden corners of the world.,1994-01-01,83,Reality TV
s00878,TV Show,Sample Title 878,Patty Jenkins,"Shah Rukh Khan, Kajol",Japan,"January 31, 2018",2005,R,16 Seasons,"Dramas, International Movies",A gripping tale of ambition and betrayal.,2005-01-01,2880,Dramas
s00878,TV Show,Sample Title 878,Patty Jenkins,"Shah Rukh Khan, Kajol",Japan,"January 31, 2018",2005,R,16 Seasons,"Dramas, International Movies",A gripping tale of ambition and betrayal.,2005-01-01,2880,International Movies
s00879,Movie,Sample Title 879,Sofia Coppola,"Scarlett Johansson, Florence Pugh",Brazil,"April 23, 2023",2012,PG,109 min,Reality TV,A futuristic sci-fi with stunning visuals.,2012-01-01,109,Reality TV
s00880,Movie,Sample Title 880,Nisha Patel,"Priyanka Chopra, Dev Patel",Spain,"November 05, 2019",2008,G,88 min,"Dramas, International Movies",A futuristic sci-fi with stunning visuals.,2008-01-01,88,Dramas
s00880,Movie,Sample Title 880,Nisha Patel,"Priyanka Chopra, Dev Patel",Spain,"November 05, 2019",2008,G,88 min,"Dramas, International Movies",A futuristic sci-fi with stunning visuals.,2008-01-01,88,International Movies
s00881,Movie,Sample Title 881,Greta Gerwig,"Kangana Ranaut, Rajkummar Rao",Brazil,"August 11, 2016",2017,G,77 min,Action & Adventure,A high-octane adventure across continents.,2017-01-01,77,Action & Adventure
s00882,Movie,Sample Title 882,Bong Joon-ho,"Rami Malek, Lucy Boynton",Germany,"May 02, 2021",2019,G,78 min,Reality TV,A reality show full of surprises.,2019-01-01,78,Reality TV
s00883,TV Show,Sample Title 883,Bong Joon-ho,"Meryl Streep, Anne Hathaway",India,"February 03, 2021",1992,NR,7 Season,Action & Adventure,A gripping tale of ambition and betrayal.,1992-01-01,1260,Action & Adventure
s00884,Movie,Sample Title 884,Greta Gerwig,"Mahershala Ali, Jharrel Jerome",Spain,"May 23, 2018",2005,NR,158 min,Romantic Movies,A chilling horror that keeps you on edge.,2005-01-01,158,Romantic Movies
s00885,Movie,Sample Title 885,Christopher Nolan,"Robert Downey Jr., Chris Evans",France,"February 10, 2016",1994,G,121 min,"Dramas, International Movies",A futuristic sci-fi with stunning visuals.,1994-01-01,121,Dramas
s00885,Movie,Sample Title 885,Christopher Nolan,"Robert Downey Jr., Chris Evans",France,"February 10, 2016",1994,G,121 min,"Dramas, International Movies",A futuristic sci-fi with stunning visuals.,1994-01-01,121,International Movies
s00886,Movie,Sample Title 886,Quentin Tarantino,"Mahershala Ali, Jharrel Jerome",Canada,"January 29, 2023",2013,TV-MA,88 min,"Dramas, International Movies",A high-octane adventure across continents.,2013-01-01,88,Dramas
s00886,Movie,Sample Title 886,Quentin Tarantino,"Mahershala Ali, Jharrel Jerome",Canada,"January 29, 2023",2013,TV-MA,88 min,"Dramas, International Movies",A high-octane adventure across continents.,2013-01-01,88,International Movies
s00887,Movie,Sample Title 887,Christopher Nolan,"Rami Malek, Lucy Boynton",South Korea,"December 14, 2017",2011,TV-14,106 min,Documentaries,A high-octane adventure across continents.,2011-01-01,106,Documentaries
s00888,Movie,Sample Title 888,Wes Anderson,"Priyanka Chopra, Dev Patel",India,"March 26, 2016",1998,TV-PG,92 min,Comedies,A romantic story that challenges destiny.,1998-01-01,92,Comedies
s00889,Movie,Sample Title 889,Nisha Patel,"Rami Malek, Lucy Boynton",France,"March 05, 2020",2000,TV-PG,109 min,Comedies,An uplifting story about friendship and resilience.,2000-01-01,109,Comedies
s00890,Movie,Sample Title 890,Denis Villeneuve,"Rami Malek, Lucy Boynton",Canada,"December 21, 2021",2014,G,86 min,Romantic Movies,A reality show full of surprises.,2014-01-01,86,Romantic Movies
s00891,TV Show,Sample Title 891,Unknown,"Robert Downey Jr., Chris Evans",Unknown,"November 28, 2022",2002,PG,4 Season,Documentaries,A romantic story that challenges destiny.,2002-01-01,720,Documentaries
s00892,Movie,Sample Title 892,Taika Waititi,"Priyanka Chopra, Dev Patel",United Kingdom,"September 12, 2021",2021,TV-14,76 min,Comedies,A crime saga revealing deep corruption.,2021-01-01,76,Comedies
s00893,Movie,Sample Title 893,Karan Johar,"Scarlett Johansson, Florence Pugh",Unknown,"March 27, 2023",2022,G,91 min,Crime TV Shows,A futuristic sci-fi with stunning visuals.,2022-01-01,91,Crime TV Shows
s00894,TV Show,Sample Title 894,Bong Joon-ho,"Kangana Ranaut, Rajkummar Rao",Mexico,"June 02, 2021",2021,NR,23 Seasons,Children & Family Movies,A reality show full of surprises.,2021-01-01,4140,Children & Family Movies
s00895,TV Show,Sample Title 895,Taika Waititi,"Robert Downey Jr., Chris Evans",Canada,"June 18, 2018",2002,NR,10 Season,Action & Adventure,A chilling horror that keeps you on edge.,2002-01-01,1800,Action & Adventure
s00896,Movie,Sample Title 896,Martin Scorsese,"Scarlett Johansson, Florence Pugh",Spain,"October 05, 2017",2013,PG,109 min,Sci-Fi & Fantasy,An uplifting story about friendship and resilience.,2013-01-01,109,Sci-Fi & Fantasy
s00897,Movie,Sample Title 897,Quentin Tarantino,"Mahershala Ali, Jharrel Jerome",Brazil,"December 11, 2019",2004,TV-MA,80 min,Crime TV Shows,A futuristic sci-fi with stunning visuals.,2004-01-01,80,Crime TV Shows
s00898,TV Show,Sample Title 898,Martin Scorsese,"Scarlett Johansson, Florence Pugh",France,"July 30, 2021",2010,PG,15 Seasons,Horror Movies,A gripping tale of ambition and betrayal.,2010-01-01,2700,Horror Movies
s00899,Movie,Sample Title 899,Greta Gerwig,"Priyanka Chopra, Dev Patel",Germany,"November 06, 2016",2012,PG-13,126 min,Children & Family Movies,A futuristic sci-fi with stunning visuals.,2012-01-01,126,Children & Family Movies
s00900,Movie,Sample Title 900,Unknown,"Rami Malek, Lucy Boynton",India,"April 30, 2017",1994,G,105 min,"Dramas, International Movies",A futuristic sci-fi with stunning visuals.,1994-01-01,105,Dramas
s00900,Movie,Sample Title 900,Unknown,"Rami Malek, Lucy Boynton",India,"April 30, 2017",1994,G,105 min,"Dramas, International Movies",A futuristic sci-fi with stunning visuals.,1994-01-01,105,International Movies
s00901,Movie,Sample Title 901,Greta Gerwig,"Tom Holland, Jacob Batalon",South Korea,"May 24, 2019",2007,TV-14,112 min,Reality TV,A documentary exploring the hidden corners of the world.,2007-01-01,112,Reality TV
s00902,TV Show,Sample Title 902,Quentin Tarantino,"Tom Holland, Jacob Batalon",Unknown,"July 12, 2020",2015,TV-MA,10 Seasons,Crime TV Shows,A futuristic sci-fi with stunning visuals.,2015-01-01,1800,Crime TV Shows
s00903,Movie,Sample Title 903,Greta Gerwig,"Rami Malek, Lucy Boynton",Mexico,"May 09, 2018",2020,TV-14,120 min,Sci-Fi & Fantasy,A reality show full of surprises.,2020-01-01,120,Sci-Fi & Fantasy
s00904,TV Show,Sample Title 904,Bong Joon-ho,"Zendaya, Timothée Chalamet",France,"February 08, 2018",2017,TV-PG,8 Season,Action & Adventure,A crime saga revealing deep corruption.,2017-01-01,1440,Action & Adventure
s00905,TV Show,Sample Title 905,Bong Joon-ho,"Meryl Streep, Anne Hathaway",Spain,"June 09, 2017",2009,TV-MA,1 Season,Crime TV Shows,A romantic story that challenges destiny.,2009-01-01,180,Crime TV Shows
s00906,TV Show,Sample Title 906,Taika Waititi,"Scarlett Johansson, Florence Pugh",Unknown,"September 29, 2023",2009,G,14 Seasons,Reality TV,A gripping tale of ambition and betrayal.,2009-01-01,2520,Reality TV
s00907,Movie,Sample Title 907,Christopher Nolan,"Tom Holland, Jacob Batalon",Spain,"January 23, 2023",2015,TV-PG,87 min,Action & Adventure,A chilling horror that keeps you on edge.,2015-01-01,87,Action & Adventure
s00908,Movie,Sample Title 908,Martin Scorsese,"Rami Malek, Lucy Boynton",Japan,"March 20, 2017",2011,NR,138 min,Children & Family Movies,An uplifting story about friendship and resilience.,2011-01-01,138,Children & Family Movies
s00909,Movie,Sample Title 909,Taika Waititi,"Kangana Ranaut, Rajkummar Rao",United Kingdom,"May 11, 2016",2021,TV-MA,83 min,Documentaries,A high-octane adventure across continents.,2021-01-01,83,Documentaries
s00910,Movie,Sample Title 910,Quentin Tarantino,"Rami Malek, Lucy Boynton",Canada,"April 07, 2019",2023,PG-13,119 min,Crime TV Shows,A gripping tale of ambition and betrayal.,2023-01-01,119,Crime TV Shows
s00911,TV Show,Sample Title 911,Bong Joon-ho,"Scarlett Johansson, Florence Pugh",Australia,"October 05, 2017",1997,R,3 Season,Sci-Fi & Fantasy,A chilling horror that keeps you on edge.,1997-01-01,540,Sci-Fi & Fantasy
s00912,TV Show,Sample Title 912,Unknown,"Rami Malek, Lucy Boynton",United Kingdom,"April 22, 2018",2009,TV-PG,7 Season,Crime TV Shows,A documentary exploring the hidden corners of the world.,2009-01-01,1260,Crime TV Shows
s00913,TV Show,Sample Title 913,Patty Jenkins,"Mahershala Ali, Jharrel Jerome",South Korea,"April 06, 2018",1990,R,9 Season,Crime TV Shows,An uplifting story about friendship and resilience.,1990-01-01,1620,Crime TV Shows
s00914,TV Show,Sample Title 914,Karan Johar,"Tom Holland, Jacob Batalon",Spain,"July 03, 2021",2019,NR,4 Season,Reality TV,A gripping tale of ambition and betrayal.,2019-01-01,720,Reality TV
s00915,Movie,Sample Title 915,Taika Waititi,"Mahershala Ali, Jharrel Jerome",France,"November 08, 2023",2009,TV-PG,106 min,Reality TV,A documentary exploring the hidden corners of the world.,2009-01-01,106,Reality TV
s00916,TV Show,Sample Title 916,Sofia Coppola,"Scarlett Johansson, Florence Pugh",Japan,"April 24, 2020",2001,PG-13,29 Seasons,Horror Movies,A gripping tale of ambition and betrayal.,2001-01-01,5220,Horror Movies
s00917,Movie,Sample Title 917,Quentin Tarantino,"Kangana Ranaut, Rajkummar Rao",South Korea,"June 23, 2023",1994,TV-14,90 min,Crime TV Shows,A chilling horror that keeps you on edge.,1994-01-01,90,Crime TV Shows
s00918,Movie,Sample Title 918,Ava DuVernay,"Zendaya, Timothée Chalamet",Brazil,"August 28, 2019",2016,NR,117 min,Documentaries,A heartwarming family movie filled with emotions.,2016-01-01,117,Documentaries
s00919,Movie,Sample Title 919,David Fincher,"Mahershala Ali, Jharrel Jerome",United States,"October 26, 2016",2019,TV-PG,134 min,Romantic Movies,A chilling horror that keeps you on edge.,2019-01-01,134,Romantic Movies
s00920,Movie,Sample Title 920,David Fincher,"Robert Downey Jr., Chris Evans",South Korea,"April 14, 2017",1998,G,120 min,Crime TV Shows,A crime saga revealing deep corruption.,1998-01-01,120,Crime TV Shows
s00921,TV Show,Sample Title 921,Taika Waititi,"Rami Malek, Lucy Boynton",Mexico,"November 27, 2020",1998,NR,18 Seasons,Children & Family Movies,A documentary exploring the hidden corners of the world.,1998-01-01,3240,Children & Family Movies
s00922,Movie,Sample Title 922,Sofia Coppola,"Zendaya, Timothée Chalamet",United Kingdom,"April 19, 2019",1997,TV-PG,72 min,Documentaries,An uplifting story about friendship and resilience.,1997-01-01,72,Documentaries
s00923,Movie,Sample Title 923,Quentin Tarantino,"Meryl Streep, Anne Hathaway",Japan,"January 06, 2020",2001,TV-14,156 min,"Dramas, International Movies",A futuristic sci-fi with stunning visuals.,2001-01-01,156,Dramas
s00923,Movie,Sample Title 923,Quentin Tarantino,"Meryl Streep, Anne Hathaway",Japan,"January 06, 2020",2001,TV-14,156 min,"Dramas, International Movies",A futuristic sci-fi with stunning visuals.,2001-01-01,156,International Movies
s00924,Movie,Sample Title 924,Patty Jenkins,"Robert Downey Jr., Chris Evans",Germany,"November 11, 2021",1996,TV-PG,126 min,Children & Family Movies,A crime saga revealing deep corruption.,1996-01-01,126,Children & Family Movies
s00925,Movie,Sample Title 925,David Fincher,"Robert Downey Jr., Chris Evans",Unknown,"March 25, 2020",2002,TV-14,146 min,Romantic Movies,A high-octane adventure across continents.,2002-01-01,146,Romantic Movies
s00926,Movie,Sample Title 926,David Fincher,"Scarlett Johansson, Florence Pugh",United States,"February 29, 2016",2011,TV-14,81 min,Comedies,A high-octane adventure across continents.,2011-01-01,81,Comedies
s00927,Movie,Sample Title 927,Christopher Nolan,"Meryl Streep, Anne Hathaway",United States,"August 29, 2020",2022,PG-13,155 min,Romantic Movies,A romantic story that challenges destiny.,2022-01-01,155,Romantic Movies
s00928,Movie,Sample Title 928,Greta Gerwig,"Kangana Ranaut, Rajkummar Rao",Australia,"October 18, 2020",1997,TV-14,149 min,Action & Adventure,An uplifting story about friendship and resilience.,1997-01-01,149,Action & Adventure
s00929,TV Show,Sample Title 929,Martin Scorsese,"Tom Holland, Jacob Batalon",United States,"May 13, 2020",2003,NR,1 Seasons,Action & Adventure,An uplifting story about friendship and resilience.,2003-01-01,180,Action & Adventure
s00930,TV Show,Sample Title 930,David Fincher,"Zendaya, Timothée Chalamet",Canada,"August 10, 2020",2009,NR,6 Season,Comedies,A futuristic sci-fi with stunning visuals.,2009-01-01,1080,Comedies
s00931,Movie,Sample Title 931,Ava DuVernay,"Shah Rukh Khan, Kajol",France,"January 28, 2023",2014,R,102 min,Romantic Movies,A documentary exploring the hidden corners of the world.,2014-01-01,102,Romantic Movies
s00932,TV Show,Sample Title 932,Ava DuVernay,"Tom Holland, Jacob Batalon",United States,"October 28, 2022",2018,TV-PG,8 Season,Sci-Fi & Fantasy,A high-octane adventure across continents.,2018-01-01,1440,Sci-Fi & Fantasy
s00933,Movie,Sample Title 933,David Fincher,"Shah Rukh Khan, Kajol",Unknown,"May 23, 2017",2009,TV-14,99 min,Horror Movies,A high-octane adventure across continents.,2009-01-01,99,Horror Movies
s00934,Movie,Sample Title 934,Christopher Nolan,"Tom Holland, Jacob Batalon",Japan,"April 29, 2019",2002,R,77 min,Horror Movies,A high-octane adventure across continents.,2002-01-01,77,Horror Movies
s00935,Movie,Sample Title 935,Unknown,"Shah Rukh Khan, Kajol",Japan,"September 08, 2019",1998,PG,100 min,Romantic Movies,A gripping tale of ambition and betrayal.,1998-01-01,100,Romantic Movies
s00936,TV Show,Sample Title 936,Denis Villeneuve,"Robert Downey Jr., Chris Evans",Canada,"September 18, 2019",2011,TV-14,5 Season,Action & Adventure,A futuristic sci-fi with stunning visuals.,2011-01-01,900,Action & Adventure
s00937,Movie,Sample Title 937,Greta Gerwig,"Rami Malek, Lucy Boynton",Spain,"April 11, 2020",2023,G,155 min,Documentaries,A crime saga revealing deep corruption.,2023-01-01,155,Documentaries
s00938,Movie,Sample Title 938,Wes Anderson,"Mahershala Ali, Jharrel Jerome",India,"February 27, 2018",1993,R,78 min,Action & Adventure,A documentary exploring the hidden corners of the world.,1993-01-01,78,Action & Adventure
s00939,Movie,Sample Title 939,Sofia Coppola,"Kangana Ranaut, Rajkummar Rao",Unknown,"April 17, 2018",2005,PG-13,92 min,Horror Movies,A crime saga revealing deep corruption.,2005-01-01,92,Horror Movies
s00940,TV Show,Sample Title 940,Greta Gerwig,"Scarlett Johansson, Florence Pugh",United Kingdom,"October 17, 2022",2005,PG,7 Seasons,Children & Family Movies,A reality show full of surprises.,2005-01-01,1260,Children & Family Movies
s00941,TV Show,Sample Title 941,Quentin Tarantino,"Mahershala Ali, Jharrel Jerome",India,"January 12, 2020",2015,TV-PG,4 Season,Documentaries,A crime saga revealing deep corruption.,2015-01-01,720,Documentaries
s00942,TV Show,Sample Title 942,Patty Jenkins,"Scarlett Johansson, Florence Pugh",Unknown,"September 30, 2017",2020,TV-MA,20 Seasons,Horror Movies,A chilling horror that keeps you on edge.,2020-01-01,3600,Horror Movies
s00943,Movie,Sample Title 943,Sofia Coppola,"Kangana Ranaut, Rajkummar Rao",United Kingdom,"March 14, 2022",2001,PG,108 min,Horror Movies,A crime saga revealing deep corruption.,2001-01-01,108,Horror Movies
s00944,TV Show,Sample Title 944,Karan Johar,"Shah Rukh Khan, Kajol",Japan,"October 21, 2016",2011,R,13 Seasons,Crime TV Shows,A high-octane adventure across continents.,2011-01-01,2340,Crime TV Shows
s00945,Movie,Sample Title 945,David Fincher,"Robert Downey Jr., Chris Evans",Brazil,"March 12, 2020",2021,TV-PG,94 min,Horror Movies,A chilling horror that keeps you on edge.,2021-01-01,94,Horror Movies
s00946,TV Show,Sample Title 946,Taika Waititi,"Shah Rukh Khan, Kajol",India,"August 01, 2020",1992,PG-13,10 Seasons,Horror Movies,A reality show full of surprises.,1992-01-01,1800,Horror Movies
s00947,Movie,Sample Title 947,Denis Villeneuve,"Scarlett Johansson, Florence Pugh",South Korea,"November 28, 2019",2022,NR,94 min,Romantic Movies,A gripping tale of ambition and betrayal.,2022-01-01,94,Romantic Movies
s00948,TV Show,Sample Title 948,Greta Gerwig,"Mahershala Ali, Jharrel Jerome",United States,"January 20, 2020",1991,R,4 Season,Children & Family Movies,A reality show full of surprises.,1991-01-01,720,Children & Family Movies
s00949,TV Show,Sample Title 949,Quentin Tarantino,"Rami Malek, Lucy Boynton",Spain,"June 26, 2022",2000,TV-MA,3 Season,Comedies,An uplifting story about friendship and resilience.,2000-01-01,540,Comedies
s00950,TV Show,Sample Title 950,Unknown,"Zendaya, Timothée Chalamet",Brazil,"February 12, 2018",2017,R,19 Seasons,Horror Movies,A heartwarming family movie filled with emotions.,2017-01-01,3420,Horror Movies
s00951,TV Show,Sample Title 951,Taika Waititi,"Scarlett Johansson, Florence Pugh",Spain,"June 15, 2019",2016,PG-13,9 Season,Comedies,A reality show full of surprises.,2016-01-01,1620,Comedies
s00952,TV Show,Sample Title 952,Patty Jenkins,"Rami Malek, Lucy Boynton",Mexico,"June 18, 2020",2009,TV-MA,5 Season,Documentaries,A crime saga revealing deep corruption.,2009-01-01,900,Documentaries
s00953,Movie,Sample Title 953,Ava DuVernay,"Scarlett Johansson, Florence Pugh",Brazil,"September 03, 2020",2008,TV-PG,82 min,Documentaries,A documentary exploring the hidden corners of the world.,2008-01-01,82,Documentaries
s00954,TV Show,Sample Title 954,Greta Gerwig,"Mahershala Ali, Jharrel Jerome",United Kingdom,"August 20, 2021",1997,NR,5 Seasons,Reality TV,A high-octane adventure across continents.,1997-01-01,900,Reality TV
s00955,Movie,Sample Title 955,David Fincher,"Meryl Streep, Anne Hathaway",Unknown,"February 24, 2018",2006,TV-PG,95 min,Crime TV Shows,A reality show full of surprises.,2006-01-01,95,Crime TV Shows
s00956,Movie,Sample Title 956,Christopher Nolan,"Zendaya, Timothée Chalamet",South Korea,"December 17, 2016",2014,PG-13,151 min,Children & Family Movies,An uplifting story about friendship and resilience.,2014-01-01,151,Children & Family Movies
s00957,TV Show,Sample Title 957,Nisha Patel,"Mahershala Ali, Jharrel Jerome",Germany,"February 16, 2017",1990,TV-MA,8 Seasons,Children & Family Movies,A gripping tale of ambition and betrayal.,1990-01-01,1440,Children & Family Movies
s00958,Movie,Sample Title 958,Greta Gerwig,"Kangana Ranaut, Rajkummar Rao",Unknown,"January 30, 2016",2014,PG,82 min,Crime TV Shows,A crime saga revealing deep corruption.,2014-01-01,82,Crime TV Shows
s00959,TV Show,Sample Title 959,Bong Joon-ho,"Tom Holland, Jacob Batalon",France,"September 08, 2018",2013,TV-PG,6 Season,Horror Movies,A reality show full of surprises.,2013-01-01,1080,Horror Movies
s00960,Movie,Sample Title 960,Wes Anderson,"Tom Holland, Jacob Batalon",Unknown,"February 14, 2017",1990,NR,115 min,Horror Movies,A documentary exploring the hidden corners of the world.,1990-01-01,115,Horror Movies
s00961,Movie,Sample Title 961,Ava DuVernay,"Kangana Ranaut, Rajkummar Rao",South Korea,"November 04, 2023",2005,G,147 min,Crime TV Shows,A reality show full of surprises.,2005-01-01,147,Crime TV Shows
s00962,TV Show,Sample Title 962,David Fincher,"Tom Holland, Jacob Batalon",United States,"February 08, 2023",2013,TV-MA,4 Season,Romantic Movies,A crime saga revealing deep corruption.,2013-01-01,720,Romantic Movies
s00963,Movie,Sample Title 963,Nisha Patel,"Scarlett Johansson, Florence Pugh",Mexico,"November 14, 2022",1995,G,147 min,Horror Movies,A crime saga revealing deep corruption.,1995-01-01,147,Horror Movies
s00964,Movie,Sample Title 964,Quentin Tarantino,"Shah Rukh Khan, Kajol",Canada,"December 26, 2023",1999,TV-MA,119 min,Documentaries,A crime saga revealing deep corruption.,1999-01-01,119,Documentaries
s00965,Movie,Sample Title 965,Wes Anderson,"Kangana Ranaut, Rajkummar Rao",Japan,"November 19, 2017",2018,PG-13,108 min,Crime TV Shows,A futuristic sci-fi with stunning visuals.,2018-01-01,108,Crime TV Shows
s00966,Movie,Sample Title 966,Greta Gerwig,"Meryl Streep, Anne Hathaway",Unknown,"May 26, 2023",1995,PG-13,101 min,Horror Movies,A gripping tale of ambition and betrayal.,1995-01-01,101,Horror Movies
s00967,Movie,Sample Title 967,Unknown,"Scarlett Johansson, Florence Pugh",Unknown,"February 22, 2019",2004,PG,111 min,Crime TV Shows,An uplifting story about friendship and resilience.,2004-01-01,111,Crime TV Shows
s00968,Movie,Sample Title 968,Taika Waititi,"Mahershala Ali, Jharrel Jerome",India,"October 04, 2023",2011,TV-14,138 min,Reality TV,A reality show full of surprises.,2011-01-01,138,Reality TV
s00969,Movie,Sample Title 969,Bong Joon-ho,"Scarlett Johansson, Florence Pugh",Mexico,"April 12, 2020",2017,TV-14,152 min,Action & Adventure,A heartwarming family movie filled with emotions.,2017-01-01,152,Action & Adventure
s00970,Movie,Sample Title 970,Ava DuVernay,"Zendaya, Timothée Chalamet",India,"October 25, 2019",2002,PG-13,107 min,Reality TV,A romantic story that challenges destiny.,2002-01-01,107,Reality TV
s00971,Movie,Sample Title 971,Martin Scorsese,"Shah Rukh Khan, Kajol",Mexico,"January 07, 2016",2009,TV-MA,110 min,Reality TV,A futuristic sci-fi with stunning visuals.,2009-01-01,110,Reality TV
s00972,Movie,Sample Title 972,Martin Scorsese,"Tom Holland, Jacob Batalon",Unknown,"February 04, 2020",1998,TV-14,119 min,Comedies,A chilling horror that keeps you on edge.,1998-01-01,119,Comedies
s00973,Movie,Sample Title 973,Wes Anderson,"Mahershala Ali, Jharrel Jerome",France,"August 15, 2017",2008,TV-14,138 min,Crime TV Shows,A crime saga revealing deep corruption.,2008-01-01,138,Crime TV Shows
s00974,Movie,Sample Title 974,Quentin Tarantino,"Meryl Streep, Anne Hathaway",Mexico,"June 18, 2023",1992,G,146 min,Children & Family Movies,A futuristic sci-fi with stunning visuals.,1992-01-01,146,Children & Family Movies
s00975,Movie,Sample Title 975,Wes Anderson,"Shah Rukh Khan, Kajol",Japan,"January 28, 2023",2003,NR,105 min,Children & Family Movies,A chilling horror that keeps you on edge.,2003-01-01,105,Children & Family Movies
s00976,Movie,Sample Title 976,Christopher Nolan,"Rami Malek, Lucy Boynton",Mexico,"July 10, 2018",1993,R,112 min,Crime TV Shows,A chilling horror that keeps you on edge.,1993-01-01,112,Crime TV Shows
s00977,TV Show,Sample Title 977,David Fincher,"Kangana Ranaut, Rajkummar Rao",Australia,"October 14, 2019",2017,NR,3 Season,Romantic Movies,A chilling horror that keeps you on edge.,2017-01-01,540,Romantic Movies
s00978,TV Show,Sample Title 978,Quentin Tarantino,"Priyanka Chopra, Dev Patel",Mexico,"March 10, 2018",2015,PG-13,24 Seasons,Documentaries,A romantic story that challenges destiny.,2015-01-01,4320,Documentaries
s00979,Movie,Sample Title 979,Quentin Tarantino,"Mahershala Ali, Jharrel Jerome",Germany,"November 01, 2017",1998,NR,160 min,Crime TV Shows,A heartwarming family movie filled with emotions.,1998-01-01,160,Crime TV Shows
s00980,Movie,Sample Title 980,Greta Gerwig,"Rami Malek, Lucy Boynton",Mexico,"April 21, 2023",1990,G,96 min,Reality TV,An uplifting story about friendship and resilience.,1990-01-01,96,Reality TV
s00981,Movie,Sample Title 981,Martin Scorsese,"Meryl Streep, Anne Hathaway",United States,"January 28, 2017",2012,NR,118 min,Documentaries,A gripping tale of ambition and betrayal.,2012-01-01,118,Documentaries
